Sort_Order,Full_Species,Species_ID,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,CDN_Status,Origin,Comment,Avibase_ID,Avibase_Status,WildSpecies_2015,COSEWIC_Species,SARA_Species,2015_MBCA_List,MBCA_Family,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Prev_Species_ID,Prev_CND_Status,Prev_Names_Sci_EN_FR,Technical_Committees,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number
1041,Yes,GRUP,,Green-rumped Parrotlet,Toui ÇtÇ,Cotorrita Culiverde,Forpus passerinus,DNO,,,E43CCCA642160851,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,GRUP,,,
1042,Yes,SPPA,,Spectacled Parrotlet,Toui Ö lunettes,Cotorrita de Anteojos,Forpus conspicillatus,DNO,,,44585D054313D530,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,SPPA,,,
1043,Yes,OCPA,,Orange-chinned Parakeet,Toui Ö menton d'or,Periquito Alas Amarillas,Brotogeris jugularis,DNO,,,C360AA2FB43A0820,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,OCPA,,,11430
1044,Yes,WWPA,,White-winged Parakeet,Toui Ö ailes variÇes,Catita Versicolor,Brotogeris versicolurus,DNO,,,B42BCB40EE7553FF,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,WWPA,,,03825
1045,Yes,YCPA,,Yellow-chevroned Parakeet,Toui Ö ailes jaunes,,Brotogeris chiriri,DNO,,Added in 2021. Formerly considered conspecific with B. versicolurus.,1FEC3F9587AD94AE,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,52021
1046,Yes,RFPA,,Red-fronted Parrotlet,Toui du Costa Rica,Cotorrita Costarricense,Touit costaricensis,DNO,,,F30DC53E07F75392,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,RFPA,,,
1047,Yes,BFPA,,Blue-fronted Parrotlet,Toui Ö front bleu,Cotorrita Cariazul,Touit dilectissimus,DNO,,,D8C977FC360ED0D5,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,BFPA,,,
1048,Yes,BHOP,,Brown-hooded Parrot,Caãque Ö capuchon,Loro Cabeza Oscura,Pyrilia haematotis,DNO,,,B197D2D105598E5B,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,BHOP,,,11470
1049,Yes,SHPA,,Saffron-headed Parrot,Caãque de Bonaparte,Lorito Cabecigualdo,Pyrilia pyrilia,DNO,,,3F7F7C19068D73F8,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,SHPA,,,
1050,Yes,BHEP,,Blue-headed Parrot,Pione Ö tàte bleue,Loro Cabeciazul,Pionus menstruus,DNO,,,FF68945E45C9E79A,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,BHEP,,,
1051,Yes,WCPA,,White-crowned Parrot,Pione Ö couronne blanche,Loro Corona Blanca,Pionus senilis,DNO,,,F1202D11B0BF5187,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,WCPA,,,11490
1052,Yes,WFPA,,White-fronted Parrot,Amazone Ö front blanc,Loro Frente Blanca,Amazona albifrons,DNO,,,DD669F07D14ADD6F,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,WFPA,,,11500
1053,Yes,YLPA,,Yellow-lored Parrot,Amazone du Yucatan,Loro Yucateco,Amazona xantholora,DNO,,,E0993B270AF30D5E,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,YLPA,,,11510
1054,Yes,CPAT,,Cuban Parrot,Amazone de Cuba,Amazona Cubana,Amazona leucocephala,DNO,,,8B2843E80EDE281D,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,CPAT,,,
1055,Yes,YBPA,,Yellow-billed Parrot,Amazone sasabÇ,Amazona Jamaicana Piquiclara,Amazona collaria,DNO,,,03EC041F19B48C5D,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,YBPA,,,
1056,Yes,HPAT,,Hispaniolan Parrot,Amazone d'Hispaniola,Amazona de la Espa§ola,Amazona ventralis,DNO,,,766B3C305E0AAA6D,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,HPRT,,3827,11540
1057,Yes,PRPO,,Puerto Rican Parrot,Amazone de Porto Rico,Amazona Portorrique§a,Amazona vittata,DNO,,,E4507DF663D9846D,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,PRPA,,,N/A,PRPA,,3828,11550
1058,Yes,BBPA,,Black-billed Parrot,Amazone verte,Amazona Jamaicana Piquioscura,Amazona agilis,DNO,,,EE6765946463859C,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1059,Yes,RCPA,,Red-crowned Parrot,Amazone Ö joues vertes,Loro Tamaulipeco,Amazona viridigenalis,DNO,,,B1595124CBFE8467,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,RCPA,,3826,03826
1060,Yes,LCPA,,Lilac-crowned Parrot,Amazone Ö couronne lilas,Loro Corona Lila,Amazona finschi,DNO,,,66C32CC9A92F6633,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11570
1061,Yes,RLPA,,Red-lored Parrot,Amazone diadäme,Loro Cachetes Amarillos,Amazona autumnalis,DNO,,,F2DFC4C162CF50BC,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11580
1062,Yes,MEAP,,Mealy Parrot,Amazone poudrÇe,Loro Corona Azul,Amazona farinosa,DNO,,,A05EF311D490F5E9,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11590
1063,Yes,YHPA,,Yellow-headed Parrot,Amazone Ö tàte jaune,Loro Cabeza Amarilla,Amazona oratrix,DNO,,,F9D039436E88A0BE,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11600
1064,Yes,YNPA,,Yellow-naped Parrot,Amazone Ö nuque d'or,Loro Nuca Amarilla,Amazona auropalliata,DNO,,,74D1AE1495223CDD,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11610
1065,Yes,YCRP,,Yellow-crowned Parrot,Amazone Ö front jaune,Amazona Real,Amazona ochrocephala,DNO,,,45BCA1AA02597606,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,YCPA,,,N/A,,,,11620
1066,Yes,RNPA,,Red-necked Parrot,Amazone de Bouquet,Amazona Gorgirroja,Amazona arausiaca,DNO,,,D1E2E2F9182837AF,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1067,Yes,SLPA,,St. Lucia Parrot,Amazone de Sainte-Lucie,Amazona de Santa Luc°a,Amazona versicolor,DNO,,,2156EB720CC0D074,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1068,Yes,SVPA,,St. Vincent Parrot,Amazone de Saint-Vincent,Amazona de San Vicente,Amazona guildingii,DNO,,,62AFC8765498350D,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1069,Yes,IMPA,,Imperial Parrot,Amazone impÇriale,Amazona Imperial,Amazona imperialis,DNO,,,B78B2F8372C17D9D,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1070,Yes,RRPA,,Rose-ringed Parakeet,Perruche Ö collier,Cotorra de Kramer,Psittacula krameri,DNO,,,6B1CFC3CFA400D78,,,No,No,No,No,Psittaculidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Psittaculinae,Psittaciformes,,,,N/A,,,,03823
1071,Yes,RFLO,,Rosy-faced Lovebird,InsÇparable rosegorge,Inseparable de Namibia,Agapornis roseicollis,DNO,,"Added in 2014; introduced and established in the greater metropolitan Phoenix area, Arizona. Released individuals first noted in 1987; local flocks and colonies established by the mid-1990s.",31C03CB89EC331D6,,,No,No,No,No,Psittaculidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Agapornithinae,Psittaciformes,,,,N/A,,,,61970
1072,Yes,SAPA,,Sapayoa,Sapayoa Ö bec large,Sapayoa,Sapayoa aenigma,DNO,,,D2A3B0706ED01A01,,,No,No,No,No,Sapayoidae,SapayoidÇs,,,,Passeriformes,,,,N/A,,,,
1073,Yes,FAAN,,Fasciated Antshrike,Batara fasciÇ,Batar† Lineado,Cymbilaimus lineatus,DNO,,,86C7F4891EF73947,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1074,Yes,GANT,,Great Antshrike,Grand Batara,Batar† Mayor,Taraba major,DNO,,,0776F49835D1CDC6,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,14500
1075,Yes,BAAN,,Barred Antshrike,Batara rayÇ,Batar† Barrado,Thamnophilus doliatus,DNO,,,484E85E3FA36390D,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,14510
1076,Yes,BLAN,,Black Antshrike,Batara noir,Batar† Negro,Thamnophilus nigriceps,DNO,,,38B3D501EA6B4A7D,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1077,Yes,BHOA,,Black-hooded Antshrike,Batara capucin,Batar† Negruzco,Thamnophilus bridgesi,DNO,,,09D248028F6B0437,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1078,Yes,BCAS,,Black-crowned Antshrike,Batara Ö nuque noire,Batar† Pizarroso Occidental,Thamnophilus atrinucha,DNO,,,E61CE1008257EF07,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,WSLA,,Western Slaty-Antshrike,N/A,,,,
1079,Yes,SFAN,,Spiny-faced Antshrike,Batara masquÇ,Batar† Moteado,Xenornis setifrons,DNO,,,181C3DF99790486C,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1080,Yes,RUAN,,Russet Antshrike,Batara rousset,Batar† Canelo,Thamnistes anabatinus,DNO,,,BB882EB66C1F9C24,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,14560
1081,Yes,PLAN,,Plain Antvireo,Batara gorgeret,Hormiguero Sencillo,Dysithamnus mentalis,DNO,,,90AD65F26191985D,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,14570
1082,Yes,STCA,,Streak-crowned Antvireo,Batara striÇ,Batarito Estriado,Dysithamnus striaticeps,DNO,,,28CB49C762E20B90,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1083,Yes,SPCA,,Spot-crowned Antvireo,Batara ponctuÇ,Batarito Coronipunteado,Dysithamnus puncticeps,DNO,,,D8D88AC088B4D658,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1084,Yes,MOAN,,Moustached Antwren,Myrmidon de Griscom,Hormiguerito de Griscom,Myrmotherula ignota,DNO,,,20E51271711954B7,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1085,Yes,PAAN,,Pacific Antwren,Myrmidon du Pacifique,Hormiguerito del Pac°fico,Myrmotherula pacifica,DNO,,,9E1460BD88280DBA,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1086,Yes,WFLA,,White-flanked Antwren,Myrmidon Ö flancs blancs,Hormiguerito Flanquialbo,Myrmotherula axillaris,DNO,,,76C308FC9E57BD37,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1087,Yes,SLAN,,Slaty Antwren,Myrmidon ardoisÇ,Hormiguero Plomizo,Myrmotherula schisticolor,DNO,,,CF8A33941B7EEE70,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,14640
1088,Yes,CTST,,Checker-throated Stipplethroat,Myrmidon fauve,Hormiguerito Leonado,Epinecrophylla fulviventris,DNO,,,CB6DE0FA27731C70,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,CTAN,,Checker-throated Antwren,N/A,,,,
1089,Yes,RWAN,,Rufous-winged Antwren,Grisin Ö ailes rousses,Tiluch° Alirrufo,Herpsilochmus rufimarginatus,DNO,,,F30CA826A433362E,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1090,Yes,DWAN,,Dot-winged Antwren,Grisin ÇtoilÇ,Hormiguero Alas Punteadas,Microrhopias quixensis,DNO,,,49D57DF3ADDBB47C,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,14660
1091,Yes,WFRA,,White-fringed Antwren,Grisin de Cayenne,Hormiguerito Coicorita,Formicivora grisea,DNO,,,AC7F0A897CCA84DE,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1092,Yes,RRAN,,Rufous-rumped Antwren,Grisin Ö croupion roux,Tiluch° Lomirrufo,Euchrepomis callinota,DNO,,Formerly placed in the genus Terenura.,3F65C96235353858,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,Terenura callinota,N/A,,,,
1093,Yes,DUAN,,Dusky Antbird,Grisin sombre,Hormiguero Cantor,Cercomacroides tyrannina,DNO,,,7064BD0222050C53,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,14690
1094,Yes,JEAN,,Jet Antbird,Grisin de jais,Hormiguero Azabache,Cercomacra nigricans,DNO,,,88A9D9C51E34AF8D,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1095,Yes,BACA,,Bare-crowned Antbird,Alapi Ö tàte nue,Hormiguero Calvo,Gymnocichla nudiceps,DNO,,,497886702A920BED,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1096,Yes,WBEA,,White-bellied Antbird,Alapi Ö ventre blanc,Hormiguero Ventriblanco,Myrmeciza longipes,DNO,,,40373FE11FCA0636,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1097,Yes,ZEAN,,Zeledon's Antbird,Alapi de Zeledon,Hormiguero de Zeledon,Myrmeciza zeledoni,DNO,,"Formerly considered conspecific with M. immaculata (extralimital) [Immaculate Antbird] of northern South America, but treated as a separate species.",7B3A4DDBE4F22CFB,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,IMAN,,,N/A,,,,
1098,Yes,CBAN,,Chestnut-backed Antbird,Alapi Ö dos roux,Hormiguero Dorsicasta§o,Poliocrania exsul,DNO,,,B61DB943D3FAD485,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,Myrmeciza exsul,N/A,,,,
1099,Yes,DMAN,,Dull-mantled Antbird,Alapi tabac,Hormiguero de Manto Descolorido,Sipia laemosticta,DNO,,,95468707481CD3B3,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,Myrmeciza laemosticta,N/A,,,,
1100,Yes,SPAN,,Spotted Antbird,Fourmilier grivelÇ,Hormiguero Moteado,Hylophylax naevioides,DNO,,,87EC464390F646F2,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1101,Yes,WBAA,,Wing-banded Antbird,Palicour de Cayenne,Hormiguero alifranjeado,Myrmornis torquata,DNO,,,913CC0ADC602B6B6,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1102,Yes,BIAN,,Bicolored Antbird,Fourmilier bicolore,Hormiguero bicolor,Gymnopithys bicolor,DNO,,Formerly considered conspecific with Gymnopithys leucaspis.,0351F4F2FCBF8A99,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,"Gymnopithys leucaspis, Fourmilier Ö joues blanches",N/A,,,,
1103,Yes,OCAN,,Ocellated Antbird,Fourmilier ocellÇ,Hormiguero Ocelado,Phaenostictus mcleannani,DNO,,,C2AB74DBC1F6778B,,,No,No,No,No,Thamnophilidae,ThamnophilidÇs,Antbirds,Fourmiliers,,Passeriformes,,,,N/A,,,,
1104,Yes,BCAP,,Black-crowned Antpitta,Pittasome Ö tàte noire,Tororo° Capinegro,Pittasoma michleri,DNO,,,DC49C2900B37F81C,,,No,No,No,No,Conopophagidae,ConopophagidÇs,Gnateaters,Conophages,,Passeriformes,BCNA,,,N/A,,,,
1105,Yes,SCAA,,Scaled Antpitta,Grallaire ÇcaillÇe,Hormiguero Cholino Escamoso,Grallaria guatimalensis,DNO,,,2DCEE578A314C279,,,No,No,No,No,Grallariidae,GrallariidÇes,Antpittas,Grallaires,,Passeriformes,,,,N/A,,,,14840
1106,Yes,SCHA,,Streak-chested Antpitta,Grallaire Ö lunettes,Tororo° de Anteojos,Hylopezus perspicillatus,DNO,,,FC8137F036EBD87D,,,No,No,No,No,Grallariidae,GrallariidÇes,Antpittas,Grallaires,,Passeriformes,,,,N/A,,,,
1107,Yes,THAN,,Thicket Antpitta,Grallaire buissonniäre,Tororo° Ventricanela Colombiano,Hylopezus dives,DNO,,,FF02D7B124A51F2A,,,No,No,No,No,Grallariidae,GrallariidÇes,Antpittas,Grallaires,,Passeriformes,,,,N/A,,,,
1108,Yes,OBAN,,Ochre-breasted Antpitta,Grallaire ocrÇe,Ponchito Ocr†ceo,Grallaricula flavirostris,DNO,,,051DF113908CF3A1,,,No,No,No,No,Grallariidae,GrallariidÇes,Antpittas,Grallaires,,Passeriformes,,,,N/A,,,,
1109,Yes,TATA,,Tacarcuna Tapaculo,MÇrulaxe du Panama,Churr°n Paname§o,Scytalopus panamensis,DNO,,,DC8FE9A99319ACBA,,,No,No,No,No,Rhinocryptidae,RhinocryptidÇes,Tapaculos,MÇrulaxes,,Passeriformes,,,,N/A,,,,
1110,Yes,CHTA,,Choco Tapaculo,MÇrulaxe du Choco,Churr°n del Choc¢,Scytalopus chocoensis,DNO,,,7011CE6F00136FAB,,,No,No,No,No,Rhinocryptidae,RhinocryptidÇes,Tapaculos,MÇrulaxes,,Passeriformes,CHOT,,,N/A,,,,
1111,Yes,SFTA,,Silvery-fronted Tapaculo,MÇrulaxe argentÇ,Churr°n Plateado,Scytalopus argentifrons,DNO,,,BFDA7B0D94955404,,,No,No,No,No,Rhinocryptidae,RhinocryptidÇes,Tapaculos,MÇrulaxes,,Passeriformes,,,,N/A,,,,
1112,Yes,MYAN,,Mayan Antthrush,TÇtÇma du Mexique,Hormiguero Cholino Maya,Formicarius moniliger,DNO,,Added in 2021. Formerly considered conspecific with Formicarius analis.,9E2E1D37A6219C9D,,,No,No,No,No,Formicariidae,FormicariidÇs,Antthrushes,TÇtÇmas,,Passeriformes,,,,N/A,,,,
1113,Yes,BFAN,,Black-faced Antthrush,TÇtÇma coq-de-bois,Hormiguero Cholino Cara Negra,Formicarius analis,DNO,,,7E4EE12D47683E8E,,,No,No,No,No,Formicariidae,FormicariidÇs,Antthrushes,TÇtÇmas,,Passeriformes,,,,N/A,,,,14800
1114,Yes,BHEA,,Black-headed Antthrush,TÇtÇma Ö tàte noire,Formicario Cabecinegro,Formicarius nigricapillus,DNO,,,7E82BA92EFA177A8,,,No,No,No,No,Formicariidae,FormicariidÇs,Antthrushes,TÇtÇmas,,Passeriformes,,,,N/A,,,,
1115,Yes,RBAN,,Rufous-breasted Antthrush,TÇtÇma Ö poitrine rousse,Formicario Pechirrufo,Formicarius rufipectus,DNO,,,54D732400C9A0946,,,No,No,No,No,Formicariidae,FormicariidÇs,Antthrushes,TÇtÇmas,,Passeriformes,,,,N/A,,,,
1116,Yes,TTLE,,Tawny-throated Leaftosser,SclÇrure Ö gorge rousse,Hojarasquero Pecho Canela,Sclerurus mexicanus,DNO,,,7B06C01476F722BB,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Sclerurinae,Passeriformes,,,,N/A,,,,14260
1117,Yes,GTLE,,Gray-throated Leaftosser,SclÇrure Ö gorge grise,Tirahojas Gorgigr°s,Sclerurus albigularis,DNO,,,217490B517933F68,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Sclerurinae,Passeriformes,,,,N/A,,,,
1118,Yes,STLE,,Scaly-throated Leaftosser,SclÇrure ÇcaillÇ,Hojarasquero Oscuro,Sclerurus guatemalensis,DNO,,,8A2B456C1D827AB4,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Sclerurinae,Passeriformes,,,,N/A,,,,14280
1119,Yes,OLWO,,Olivaceous Woodcreeper,Grimpar fauvette,Trepatroncos Cabeza Gris,Sittasomus griseicapillus,DNO,,,5DE4409C303EA7B1,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,14330
1120,Yes,LTWO,,Long-tailed Woodcreeper,Grimpar Ö longue queue,Trepatroncos Colilargo,Deconychura longicauda,DNO,,,7CC23E9AFDF6C7D1,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,
1121,Yes,RUWO,,Ruddy Woodcreeper,Grimpar roux,Trepatroncos Canelo,Dendrocincla homochroa,DNO,,,A36EA7483EEC0700,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,14320
1122,Yes,TWWO,,Tawny-winged Woodcreeper,Grimpar Ö ailes rousses,Trepatroncos Sepia,Dendrocincla anabatina,DNO,,,635B57DB0338E9DB,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,14310
1123,Yes,PBRW,,Plain-brown Woodcreeper,Grimpar enfumÇ,Trepatroncos Fuliginoso,Dendrocincla fuliginosa,DNO,,,A31278C76A64625C,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,
1124,Yes,WBWO,,Wedge-billed Woodcreeper,Grimpar bec-en-coin,Trepatroncos Pico Cu§a,Glyphorynchus spirurus,DNO,,,B7517CD14785870F,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,14350
1125,Yes,NOBW,,Northern Barred-Woodcreeper,Grimpar vermiculÇ,Trepatroncos Barrado,Dendrocolaptes sanctithomae,DNO,,,89B7BA8EDAECFD5C,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,14370
1126,Yes,BBNW,,Black-banded Woodcreeper,Grimpar variÇ,Trepatroncos Vientre Barrado,Dendrocolaptes picumnus,DNO,,,3459505DAB59B526,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,14380
1127,Yes,SNBW,,Strong-billed Woodcreeper,Grimpar gÇant,Trepatroncos Gigante,Xiphocolaptes promeropirhynchus,DNO,,,6B0B288512CB505D,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,14360
1128,Yes,COWO,,Cocoa Woodcreeper,Grimpar cacao,Trepatroncos Cacao,Xiphorhynchus susurrans,DNO,,,FF942BA2F889C018,,,No,No,No,No,Furnariidae,FurnariidÇs,"Ovenbirds, Miners, Leaftossers, Woodpcreepers","Fourniers, etc.",Dendrocolaptinae,Passeriformes,,,,N/A,,,,
