Sort_Order,Full_Species,Species_ID,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,CDN_Status,Origin,Comment,Avibase_ID,Avibase_Status,WildSpecies_2015,COSEWIC_Species,SARA_Species,2015_MBCA_List,MBCA_Family,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Prev_Species_ID,Prev_CND_Status,Prev_Names_Sci_EN_FR,Technical_Committees,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number
963,Yes,CGWO,,Cuban Green Woodpecker,Pic poignardÇ,Carpintero Taj†,Xiphidiopicus percussus,DNO,,,3DC3684D58C5FED3,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
964,Yes,ATTW,,American Three-toed Woodpecker,Pic Ö dos rayÇ,Pico Trid†ctilo Americano,Picoides dorsalis,BRE,,,6D2680D04CEB17B9,Breeder,Secure,No,No,Yes,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,"Picoides trydactylus, Picoides americanus, Three-toed Woodpecker, Northern Three-toed Woodpecker, Pic tridactyle",LA,ATTW,PIDR,4010,04010
965,Yes,BBWO,,Black-backed Woodpecker,Pic Ö dos noir,Pico ?rtico,Picoides arcticus,BRE,,,6BDADC9C8CD3FD0C,Breeder,Secure,No,No,Yes,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,"Picoides arcticus, Black-backed Three-toed Woodpecker, Arctic Three-toed Woodpecker",LA,BBWO,PIDN,4000,04000
966,Yes,GSWO,,Great Spotted Woodpecker,Pic Çpeiche,Pico Picapinos,Dendrocopos major,DNO,,,D754DB8552A7AA42,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
967,Yes,DOWO,,Downy Woodpecker,Pic mineur,Carpintero Albinegro Menor,Dryobates pubescens,BRE,,Formerly included in the genus Picoides.,1B2A6386D509137D,Breeder,Secure,No,No,Yes,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,Picoides pubescens,LA,DOWO,PIMI,3940,03940
968,Yes,NUWO,,Nuttall's Woodpecker,Pic de Nuttall,Carpintero Californiano,Dryobates nuttallii,DNO,,Formerly included in the genus Picoides.,FA087E52BE127A71,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,Picoides nuttallii,N/A,NUWO,,3970,03970
969,Yes,LBWO,,Ladder-backed Woodpecker,Pic arlequin,Carpintero Mexicano,Dryobates scalaris,DNO,,Formerly included in the genus Picoides.,2CE418F29727B781,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,"Picoides scalaris, Texas Woodpecker",N/A,LBWO,,3960,03960
970,Yes,RCWO,,Red-cockaded Woodpecker,Pic Ö face blanche,Pico de Florida,Dryobates borealis,DNO,,Formerly included in the genus Picoides.,0BFCAE7944494A64,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,Picoides borealis,N/A,RCWO,,3950,03950
971,Yes,HAWO,,Hairy Woodpecker,Pic chevelu,Carpintero Albinegro Mayor,Dryobates villosus,BRE,,Formerly included in the genus Picoides.,9D06AF89CDBCF27B,Breeder,Secure,No,No,Yes,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,Picoides villosus,LA,HAWO,PICH,3930,03930
972,Yes,WHWO,,White-headed Woodpecker,Pic Ö tàte blanche,Pico Cabeciblanco,Dryobates albolarvatus,BRE_OCC,,"4 breeding records in 1960s, 3 in 1970s, 1 in 1980s, 0 in 1990s, 3 family groups seen 2001-2009; species is reported anunually; estimated ~10 breeding pairs in Okanagan Valley BC (COSEWIC 2010). Formerly included in the genus Picoides.",6C74415D3221281D,Breeder,Critically imperiled,Yes,Yes,Yes,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,UNK_1960s,"Xenopicus albolarvatus, Picoides albolarvatus",LA,WHWO,,3990,03990
973,Yes,SMBW,,Smoky-brown Woodpecker,Pic enfumÇ,Carpintero CafÇ,Dryobates fumigatus,DNO,,Formerly included in the genus Picoides.,5481FBB203FDFD78,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,"Veniliornis fumigatus, Picoides fumigatus",N/A,,,,13910
974,Yes,ARWO,,Arizona Woodpecker,Pic d'Arizona,Carpintero de Arizona,Dryobates arizonae,DNO,,Formerly included in the genus Picoides.,0DA5CC354847248F,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,"Picoides arizonae, Pic Ö dos brun",N/A,ARWO,,3980,03975
975,Yes,STCW,,Strickland's Woodpecker,Pic de Strickland,Carpintero Transvolc†nico,Dryobates stricklandi,DNO,,Strickland?s Woodpecker and Arizona Woodpecker were considered to be the same species in the past (under Arizona). Formerly included in the genus Picoides.,97F0A2DF145D5873,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,STWO,,"Picoides arizonae, Picoides stricklandi, Arizona Woodpecker, Pic Ö dos brun",N/A,STWO,,3980,03980
976,Yes,RRWO,,Red-rumped Woodpecker,Pic Ö croupion rouge,Carpintero Culirrojo,Dryobates kirkii,DNO,,Formerly included in the genus Veniliornis.,CB586CF63D62C020,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,Veniliornis kirkii,N/A,,,,
977,Yes,RWWO,,Rufous-winged Woodpecker,Pic Ö ailes rousses,Checo alirufo,Piculus simplex,DNO,,,F68D8D7F87D6CB67,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
978,Yes,SCHW,,Stripe-cheeked Woodpecker,Pic bridÇ,Carpintero Paname§o,Piculus callopterus,DNO,,,5C2BF5D021ACB7A7,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
979,Yes,GGWO,,Golden-green Woodpecker,Pic vert-dorÇ,Carpintero Verdiamarillo,Piculus chrysochloros,DNO,,,3EB825D5B7CCA8DC,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
980,Yes,GOWO,,Golden-olive Woodpecker,Pic or-olive,Carpintero Olivo,Colaptes rubiginosus,DNO,,,1161239FB8C84D55,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,13950
981,Yes,GRCW,,Gray-crowned Woodpecker,Pic Ö tàte grise,Carpintero Corona Gris,Colaptes auricularis,DNO,,,161DCA9C4A21F3D9,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,GYCW,,,N/A,,,,13960
982,Yes,SBWP,,Spot-breasted Woodpecker,Pic de Cayenne,Carpintero Moteado,Colaptes punctigula,DNO,,,897E43C8CB9977FD,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
983,Yes,NOFL,,Northern Flicker,Pic flamboyant,Carpintero de Pechera Com£n,Colaptes auratus,BRE,,,756009696D15E8A0,Breeder,Secure,No,No,Yes,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,"Yellow-shafted Flicker, Common Flicker",LA,,PIFL,,
983.1,No,YSFL,NOFL,Northern Flicker yellow-shafted form,Pic dorÇ,Carpintero de Pechera Com£n,Colaptes auratus auratus,BRE,,,,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,NOFL_YEL,,"Yellow-shafted Flicker, Pic flamboyant",LA,YSFL,,4120,04120
983.2,No,RSFL,NOFL,Northern Flicker red-shafted form,Pic rosÇ,Carpintero de Pechera Com£n,Colaptes auratus cafer,BRE,,,,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,NOFL_RED,,Red-shafted Flicker,LA,RSFL,,4130,04130
983.555,No,NFIN,NOFL,Northern Flicker yellow x red-shafted intergrade,Pic intermÇdiaire,Carpintero de Pechera Com£n,Colaptes auratus,BRE,,,,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,NOFL_INT,,,LA,FLIN,,4123,04125
984,Yes,GIFL,,Gilded Flicker,Pic chrysoãde,Carpintero de Pechera del Noroeste,Colaptes chrysoides,DNO,,,28E5D55151316FB6,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,GIFL,,4140,04140
985,Yes,FEFL,,Fernandina's Flicker,Pic de Fernandina,Carpintero Churroso,Colaptes fernandinae,DNO,,,B4C26D42194B4D70,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
986,Yes,CIWO,,Cinnamon Woodpecker,Pic cannelle,Carpintero Canelo,Celeus loricatus,DNO,,,9556A2DBE64AA00F,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
987,Yes,CCOW,,Chestnut-colored Woodpecker,Pic roux,Carpintero Casta§o,Celeus castaneus,DNO,,,D354005FE3379426,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,14000
988,Yes,LIWO,,Lineated Woodpecker,Pic ouentou,Carpintero Lineado,Dryocopus lineatus,DNO,,,3CD8FECCC54D40ED,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,14010
989,Yes,PIWO,,Pileated Woodpecker,Grand Pic,Picamaderos Norteamericano,Dryocopus pileatus,BRE,,,00635FF9DB14C765,Breeder,Secure,No,No,Yes,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,Phloeotomus pileatus,LA,PIWO,GRPI,4050,04050
990,Yes,CBWO,,Crimson-bellied Woodpecker,Pic superbe,Picamaderos Ventrirrojo,Campephilus haematogaster,DNO,,,11F627E8C9D7373A,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
991,Yes,CCRW,,Crimson-crested Woodpecker,Pic de Malherbe,Picamaderos Barbinegro,Campephilus melanoleucos,DNO,,,E34138C6C5FD2DBB,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,
992,Yes,PBIW,,Pale-billed Woodpecker,Pic Ö bec clair,Carpintero Pico Plateado,Campephilus guatemalensis,DNO,,,A208D32B972D8CC7,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,14040
993,Yes,IBWO,,Ivory-billed Woodpecker,Pic Ö bec ivoire,Picamaderos Picomarfil,Campephilus principalis,DNO,,,86E7578ADB6314A4,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,IBWO,,3920,
994,Yes,IMWO,,Imperial Woodpecker,Pic impÇrial,Carpintero Imperial,Campephilus imperialis,DNO,,,4D0B793108E821DD,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,,,,N/A,,,,14050
994.999,No,UNWO,,Unidentified Woodpecker,Pic non identifiÇ,,,,,,,,,No,No,No,Yes,Picidae,PicidÇs,Woodpeckers,Pics,Picinae,Piciformes,WOOD_UNI,,,LA,,,,03920
995,Yes,LAFA,,Laughing Falcon,Macagua rieur,Halc¢n Guaco,Herpetotheres cachinnans,DNO,,,24C90C1A39BB96D5,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Herpetotherinae,Falconiformes,,,,N/A,,,,10490
996,Yes,BAFF,,Barred Forest-Falcon,Carnifex barrÇ,Halc¢n Selv†tico Barrado,Micrastur ruficollis,DNO,,,846E1C25E722E64D,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Herpetotherinae,Falconiformes,,,,N/A,,,,10500
997,Yes,SBFF,,Slaty-backed Forest-Falcon,Carnifex ardoisÇ,Halc¢n-montÇs Dorsigr°s,Micrastur mirandollei,DNO,,,553F3A667A6E1FD5,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Herpetotherinae,Falconiformes,,,,N/A,,,,
998,Yes,COFF,,Collared Forest-Falcon,Carnifex Ö collier,Halc¢n Selv†tico de Collar,Micrastur semitorquatus,DNO,,,8217BC4F4EA08CA0,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Herpetotherinae,Falconiformes,,,,N/A,,,,10520
999,Yes,RTCA,,Red-throated Caracara,Caracara Ö gorge rouge,Caracara Comecacao,Ibycter americanus,DNO,,,104A29946F99617F,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,N/A,,,,10470
1000,Yes,CRCA,,Crested Caracara,Caracara du Nord,Caracara Quebrantahuesos,Caracara cheriway,ACC,,,ABF6C3C492AE0D2B,Accidental,Not applicable,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,"Caracara plancus, Northern Caracara, Caracara huppÇ",LA,CRCA,,3620,03620
1001,Yes,GUCA,,Guadalupe Caracara,Caracara de Guadalupe,Caracara de Isla Guadalupe,Caracara lutosa,DNO,,Extinct.,38DF393D024FC201,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,N/A,,,,
1002,Yes,YHCA,,Yellow-headed Caracara,Caracara Ö tàte jaune,Caracara Chimachima,Milvago chimachima,DNO,,,BA33DDD5D79EAB89,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,N/A,,,,
1003,Yes,EUKE,,Eurasian Kestrel,Faucon crÇcerelle,Cern°calo Vulgar,Falco tinnunculus,ACC,,,D99158DF0C977827,Accidental,Not applicable,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,"Common Kestrel, CrÇcerelle des clochers",LA,EUKE,,3591,03591
1004,Yes,AMKE,,American Kestrel,CrÇcerelle d'AmÇrique,Cern°calo Americano,Falco sparverius,BRE,,,20C2214E655A79AB,Breeder,Apparently secure,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,AMKE,CRAM,3600,03600
1005,Yes,RFFA,,Red-footed Falcon,Faucon kobez,Cern°calo Patirrojo,Falco vespertinus,DNO,,,997A9437E564FCFE,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,N/A,,,,
1006,Yes,MERL,,Merlin,Faucon Çmerillon,Halc¢n Esmerej¢n,Falco columbarius,BRE,,,F3DA111CC8A6841B,Breeder,Secure,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,MERL,FAEM,3570,03570
1007,Yes,EHOB,,Eurasian Hobby,Faucon hobereau,Alcot†n Europeo,Falco subbuteo,UNK,,AOU says sight report from BC is unsatisfactory.,E91E287A2946B0C9,Hypothetical,Not applicable,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,EUHO,,,LA,,,,
1008,Yes,APFA,,Aplomado Falcon,Faucon aplomado,Halc¢n Fajado,Falco femoralis,DNO,,,5EC5BE3F4FBC07F2,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,N/A,APFA,,3590,03590
1009,Yes,BAFA,,Bat Falcon,Faucon des chauves-souris,Halc¢n Murcielaguero,Falco rufigularis,DNO,,,EF9568DE5FD1E028,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,N/A,,,,10530
1010,Yes,OBFA,,Orange-breasted Falcon,Faucon orangÇ,Halc¢n Pecho Canela,Falco deiroleucus,DNO,,,FF01908392BADA32,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,N/A,,,,10540
1011,Yes,GYRF,,Gyrfalcon,Faucon gerfaut,Halc¢n Gerifalte,Falco rusticolus,BRE,,,E19252A76FC7845B,Breeder,Apparently secure,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,GYRF,FAGE,3540,03540
1012,Yes,PEFA,,Peregrine Falcon,Faucon pälerin,Halc¢n Peregrino,Falco peregrinus,BRE,,,47E5840880DC9FA8,Breeder,Vulnerable,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,PEFA,FAPE,3560,03560
1012.1,No,PEFA_ANA,PEFA,Peregrine Falcon anatum subspecies,Faucon pälerin de la sous-espäce anatum,Halc¢n Peregrino,Falco peregrinus anatum,DNO,,Listed by COSEWIC (non-active).,,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,,,,
1012.2,No,PEFA_ANT,PEFA,Peregrine Falcon anatum/tundrius subspecies,Faucon pälerin de la sous-espäce anatum/tundrius,Halc¢n Peregrino,Falco peregrinus anatum/tundrius,BRE,,,,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,,,,
1012.3,No,PEFA_PEA,PEFA,Peregrine Falcon pealei subspecies,Faucon pälerin de la sous-espäce pealei,Halc¢n Peregrino,Falco peregrinus pealei,BRE,,,,,,Yes,Yes,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,,,,
1012.4,No,PEFA_TUN,PEFA,Peregrine Falcon tundrius subspecies,Faucon pälerin de la sous-espäce tundrius,Halc¢n Peregrino,Falco peregrinus tundrius,DNO,,Listed by COSEWIC (non-active).,,,,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,,,,
1013,Yes,PRFA,,Prairie Falcon,Faucon des prairies,Halc¢n Mexicano,Falco mexicanus,BRE,,,BBFF09633223CE1F,Breeder,Vulnerable,No,No,No,No,Falconidae,FalconidÇs,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,PRFA,,3550,03550
1014,Yes,PAIP,,Painted Parakeet,Conure versicolore,Cotorra Pintada,Pyrrhura picta,DNO,,,97D2F366DF29744D,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1015,Yes,SWPA,,Sulphur-winged Parakeet,Conure de Hoffmann,Cotorra Catana,Pyrrhura hoffmanni,DNO,,,854F3163E2836330,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1016,Yes,MOPA,,Monk Parakeet,Conure veuve,Perico Monje Argentino,Myiopsitta monachus,UNK,,Avibase records from QC and NB.,117830752D8204BC,Escaped from captivity or non-established exotic,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,DNO_2019,,N/A,MOPA,,3824,03824
1017,Yes,CAPA,,Carolina Parakeet,Conure de Caroline,Cotorra de Carolina,Conuropsis carolinensis,DNO,,Extinct.,90002523402DE0BF,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1018,Yes,OTPA,,Olive-throated Parakeet,Conure naine,Perico Pecho Sucio,Eupsittula nana,DNO,,,31172F88931F3F2F,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,"Aratinga nana, Conure aztäque",N/A,,,,11280
1019,Yes,OFPA,,Orange-fronted Parakeet,Conure Ö front rouge,Perico Frente Naranja,Eupsittula canicularis,DNO,,,71F8EC07D0BEE96C,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,Aratinga canicularis,N/A,OFPA,,3813,11290
1020,Yes,BTPA,,Brown-throated Parakeet,Conure cuivrÇe,Aratinga Pertinaz,Eupsittula pertinax,DNO,,,C96642592C6262A2,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,CAPA,,Aratinga pertinax,N/A,BTPA,,3814,11300
1021,Yes,NAPA,,Nanday Parakeet,Conure nanday,Aratinga •anday,Aratinga nenday,UNK,,Added in 2014; introduced and established in peninsular Florida. Avibase records from QC.,8B85CB2CE26DDCE4,Escaped from captivity or non-established exotic,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,DNO_2019,"Nandayus nenday, Black-hooded Parakeet
-
keet, Nanday Conure,",N/A,BHPA,,3811,51830
1022,Yes,BAYM,,Blue-and-yellow Macaw,Ara bleu,Guacamayo Azulamarillo,Ara ararauna,DNO,,,18AEC3532537ACCB,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11371
1023,Yes,CFMA,,Chestnut-fronted Macaw,Ara vert,Guacamayo Severo,Ara severus,DNO,,,25BE172968F96FCC,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11310
1024,Yes,CUBM,,Cuban Macaw,Ara tricolore,Guacamayo de Cuba,Ara tricolor,DNO,,Extinct.,A5504B38BDDA149B,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1025,Yes,SCMA,,Scarlet Macaw,Ara rouge,Guacamaya Roja,Ara macao,DNO,,,5B015EDA14786E2D,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11350
1026,Yes,RAGM,,Red-and-green Macaw,Ara chloroptäre,Guacamayo Aliverde,Ara chloropterus,DNO,,,5DBFB188461107DF,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1027,Yes,MIMA,,Military Macaw,Ara militaire,Guacamaya Verde,Ara militaris,DNO,,,50C9E950BB3C1E90,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11320
1028,Yes,GGMA,,Great Green Macaw,Ara de Buffon,Guacamayo Ambiguo,Ara ambiguus,DNO,,,8C233878DD178E5C,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1029,Yes,GREP,,Green Parakeet,Conure verte,Perico Mexicano,Psittacara holochlorus,DNO,,,67D6698A2EA0D41A,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,Aratinga holochlora,N/A,,,,11230
1030,Yes,SOPA,,Socorro Parakeet,Conure de Socorro,Perico de Isla Socorro,Psittacara brevipes,DNO,,Added in 2019; formerly considered conspecific with P. holochlorus.,BACDCFE2FB0F5388,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,,,,
1031,Yes,PACP,,Pacific Parakeet,Conure de Ridgway,Perico Centroamericano,Psittacara strenuus,DNO,,,5871A963DF66E50D,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,Aratinga strenua,N/A,,,,11240
1032,Yes,CFPA,,Crimson-fronted Parakeet,Conure de Finsch,Aratinga de Finsch,Psittacara finschi,DNO,,,BB1BD7134EF435FD,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,Aratinga finschi,N/A,,,,
1033,Yes,CPAK,,Cuban Parakeet,Conure de Cuba,Aratinga Cubana,Psittacara euops,DNO,,,1BABE8A4EABD1C4F,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,Aratinga euops,N/A,,,,
1034,Yes,PRPK,,Puerto Rican Parakeet,Conure de Porto Rico,Aratinga de Puerto Rico,Psittacara maugei,DNO,,Extinct. Formerly considered conspecific with Psittacara chloropterus.,759ED874EE26A5A4,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,
1035,Yes,HPAK,,Hispaniolan Parakeet,Conure maåtresse,Aratinga de la Espa§ola,Psittacara chloropterus,DNO,,Formerly considered conspecific with Psittacara maugei.,FA662936EB7D60C9,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,HPKT,,Aratinga chloroptera,N/A,HPKT,,3812,11260
1036,Yes,MIPA,,Mitred Parakeet,Conure mitrÇe,Aratinga Mitrada,Psittacara mitratus,UNK,,Avibase records from QC.,8DE715185530EB8A,Escaped from captivity or non-established exotic,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,DNO_2019,Aratinga mitrata,N/A,,,,51850
1037,Yes,TBPA,,Thick-billed Parrot,Conure Ö gros bec,Cotorra Serrana Occidental,Rhynchopsitta pachyrhyncha,DNO,,,6D621EA230E24199,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,TBPA,,3821,03821
1038,Yes,MFPA,,Maroon-fronted Parrot,Conure Ö front brun,Cotorra Serrana Oriental,Rhynchopsitta terrisi,DNO,,,277579A366FBBBA7,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,,,,11380
1039,Yes,BAPA,,Barred Parakeet,Toui catherine,Periquito Barrado,Bolborhynchus lineola,DNO,,,0AD535893198E3D2,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,BAPA,,,11390
1040,Yes,MEXP,,Mexican Parrotlet,Toui du Mexique,Periquito Catarino,Forpus cyanopygius,DNO,,,64E60FBC80D30365,,,No,No,No,No,Psittacidae,PsittacidÇs,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,N/A,MEXP,,,11410
